Instance,Our_Vehicles,BKS_Vehicles,Vehicle_Gap(%),Our_Distance,BKS_Distance,Distance_Gap(%),Time(s)
LRC2_8_2.sol,33,17.0,94.11764705882352,24965.68,22220.95,12.351992151550672,3223.17
LRC2_8_3.sol,27,14.0,92.85714285714286,22525.43,20379.26,10.531147843444767,3765.16
LRC2_8_4.sol,20,11.0,81.81818181818183,20513.43,14711.8,39.43521526937561,5554.74
LRC2_8_5.sol,35,16.0,118.75,26247.65,23602.44,11.207358222285505,3251.91
LRC2_8_6.sol,31,15.0,106.66666666666669,25351.45,22591.26,12.217955085285205,3202.55
LRC2_8_7.sol,28,13.0,115.38461538461536,24916.95,25436.79,-2.043654093146188,3374.34
LRC2_8_8.sol,24,11.0,118.1818181818182,21330.59,22604.36,-5.635063324066687,3513.47
LRC2_8_9.sol,26,10.0,160.0,21985.89,22594.69,-2.694438383531703,3717.22
lc101.sol,10,10.0,0.0,828.94,828.94,0.0,2700.43
lc102.sol,10,10.0,0.0,828.94,828.94,0.0,2700.44
lc103.sol,10,9.0,11.11111111111111,827.86,1035.35,-20.04056599217655,2700.9
lc104.sol,9,9.0,0.0,993.9,860.01,15.568423622981124,2700.5
lc105.sol,10,10.0,0.0,828.94,828.94,0.0,2700.34
lc106.sol,10,10.0,0.0,828.94,828.94,0.0,2701.76
lc107.sol,10,10.0,0.0,828.94,828.94,0.0,2700.46
lc108.sol,10,10.0,0.0,826.44,826.44,0.0,2700.52
lc109.sol,10,9.0,11.11111111111111,827.82,1000.6,-17.267639416350185,2700.66
lc201.sol,3,3.0,0.0,591.56,591.56,0.0,2700.99
lc202.sol,3,3.0,0.0,591.56,591.56,0.0,2701.11
lc203.sol,0,3.0,-100.0,591.17,591.17,0.0,2701.88
lc204.sol,3,3.0,0.0,591.17,590.6,0.0965120216728642,2701.68
lc205.sol,3,3.0,0.0,588.88,588.88,0.0,2701.59
lc206.sol,3,3.0,0.0,588.49,588.49,0.0,2701.69
lc207.sol,3,3.0,0.0,588.29,588.29,0.0,2701.11
lc208.sol,3,3.0,0.0,588.32,588.32,0.0,2701.31
lr101.sol,19,19.0,0.0,1650.8,1650.8,0.0,2700.37
lr102.sol,17,17.0,0.0,1487.57,1487.57,0.0,2700.89
lr103.sol,13,13.0,0.0,1292.68,1292.68,0.0,2700.79
lr104.sol,9,9.0,0.0,1013.99,1013.39,0.0592072153859839,2701.08
lr105.sol,14,14.0,0.0,1377.11,1377.11,0.0,2700.69
lr106.sol,12,12.0,0.0,1252.62,1252.62,0.0,2700.62
lr107.sol,10,10.0,0.0,1111.31,1111.31,0.0,2700.55
lr108.sol,9,9.0,0.0,968.97,968.97,0.0,2700.65
lr109.sol,11,11.0,0.0,1208.96,1208.96,0.0,2700.67
lr110.sol,11,10.0,10.0,1165.83,1159.35,0.558933885366802,2700.49
lr111.sol,10,10.0,0.0,1108.9,1108.9,0.0,2700.61
lr112.sol,9,9.0,0.0,1003.77,1003.77,0.0,2700.8
lr201.sol,4,4.0,0.0,1253.23,1253.23,0.0,2701.03
lr202.sol,4,3.0,33.33333333333333,1250.09,1197.67,4.376831681514928,2701.3
lr203.sol,4,3.0,33.33333333333333,979.52,949.4,3.1725300189593435,2701.72
lr204.sol,3,2.0,50.0,955.41,849.05,12.526941876214597,2701.47
lr205.sol,3,3.0,0.0,1054.02,1054.02,0.0,2701.67
lr206.sol,3,3.0,0.0,931.63,931.63,0.0,2701.1
lr207.sol,4,2.0,100.0,1054.11,903.06,16.726463357916412,2701.44
lr208.sol,2,2.0,0.0,734.85,734.85,0.0,2702.32
lr209.sol,3,3.0,0.0,930.59,930.59,0.0,2701.47
lr210.sol,4,3.0,33.33333333333333,1050.95,964.22,8.994835203584246,2701.86
lr211.sol,3,2.0,50.0,905.47,911.52,-0.6637265227312571,2701.6
lrc101.sol,14,14.0,0.0,1708.8,1708.8,0.0,2700.5
lrc102.sol,13,12.0,8.333333333333332,1563.55,1558.07,0.3517171885730434,2700.49
lrc103.sol,11,11.0,0.0,1258.74,1258.74,0.0,2700.61
lrc104.sol,10,10.0,0.0,1128.4,1128.4,0.0,2700.59
lrc105.sol,13,13.0,0.0,1637.62,1637.62,0.0,2702.06
lrc106.sol,11,11.0,0.0,1425.53,1424.73,0.0561509900121394,2700.51
lrc107.sol,11,11.0,0.0,1230.14,1230.14,0.0,2700.86
lrc108.sol,10,10.0,0.0,1147.43,1147.43,0.0,2700.73
lrc201.sol,5,4.0,25.0,1467.02,1406.94,4.270260281177586,2700.91
lrc202.sol,5,3.0,66.66666666666666,1419.47,1374.27,3.289018897305482,2701.12
lrc203.sol,4,3.0,33.33333333333333,1115.91,1089.07,2.4644880494366888,2701.24
lrc204.sol,3,3.0,0.0,818.66,818.66,0.0,2701.56
lrc205.sol,4,4.0,0.0,1303.57,1302.2,0.1052065734910068,2701.17
lrc206.sol,4,3.0,33.33333333333333,1290.1,1159.03,11.308594255541268,2700.91
lrc207.sol,3,3.0,0.0,1062.05,1062.05,0.0,2701.71
lrc208.sol,3,3.0,0.0,859.58,852.76,0.7997560861203681,2701.16
