Instance,Variant,Our_Vehicles,BKS_Vehicles,Vehicle_Gap,Our_Distance,BKS_Distance,Distance_Gap,Time
X-n1001-k43.sol,CVRP,43,43.0,0.0,78368.0,72346.0,8.323887982749564,2714.8
X-n101-k25.sol,CVRP,26,25.0,4.0,27756.0,27591.0,0.5980210938349462,2700.18
X-n106-k14.sol,CVRP,14,14.0,0.0,26607.0,26362.0,0.929368029739777,2700.18
X-n110-k13.sol,CVRP,13,13.0,0.0,15120.0,14971.0,0.9952574978291364,2700.18
X-n115-k10.sol,CVRP,10,10.0,0.0,12757.0,12747.0,0.0784498313328626,2700.28
X-n120-k6.sol,CVRP,6,6.0,0.0,13517.0,13332.0,1.3876387638763876,2700.18
X-n125-k30.sol,CVRP,30,30.0,0.0,56365.0,55539.0,1.487243198473145,2700.17
X-n129-k18.sol,CVRP,18,18.0,0.0,29691.0,28940.0,2.595024187975121,2700.19
X-n134-k13.sol,CVRP,13,13.0,0.0,11185.0,10916.0,2.4642726273360207,2700.23
X-n139-k10.sol,CVRP,10,10.0,0.0,13651.0,13590.0,0.4488594554819721,2700.17
X-n143-k7.sol,CVRP,7,7.0,0.0,16008.0,15700.0,1.9617834394904456,2700.23
X-n148-k46.sol,CVRP,46,46.0,0.0,44210.0,43448.0,1.7538206591787884,2700.32
X-n153-k22.sol,CVRP,23,22.0,4.545454545454546,21526.0,21220.0,1.4420358152686144,2700.53
X-n157-k13.sol,CVRP,13,13.0,0.0,16977.0,16876.0,0.598483052856127,2700.17
X-n162-k11.sol,CVRP,11,11.0,0.0,14201.0,14138.0,0.4456075824020371,2700.25
X-n167-k10.sol,CVRP,10,10.0,0.0,21089.0,20557.0,2.587926253830812,2700.28
X-n172-k51.sol,CVRP,52,51.0,1.96078431372549,46280.0,45607.0,1.475650667660666,2700.23
X-n176-k26.sol,CVRP,26,26.0,0.0,49196.0,47812.0,2.894670793942943,2700.39
X-n181-k23.sol,CVRP,23,23.0,0.0,25787.0,25569.0,0.8525949391841684,2700.21
X-n186-k15.sol,CVRP,15,15.0,0.0,25038.0,24145.0,3.698488299855043,2700.2
X-n190-k8.sol,CVRP,8,8.0,0.0,17421.0,16980.0,2.597173144876325,2700.31
X-n195-k51.sol,CVRP,52,51.0,1.96078431372549,44987.0,44225.0,1.723007348784624,2700.37
X-n200-k36.sol,CVRP,36,36.0,0.0,59688.0,58578.0,1.8949093516337192,2700.29
X-n204-k19.sol,CVRP,19,19.0,0.0,19946.0,19565.0,1.9473549706107844,2700.3
X-n209-k16.sol,CVRP,16,16.0,0.0,31886.0,30656.0,4.012265135699374,2700.35
X-n214-k11.sol,CVRP,11,11.0,0.0,11476.0,10856.0,5.711127487103906,2700.39
X-n219-k73.sol,CVRP,73,73.0,0.0,117814.0,117595.0,0.1862324078404694,2700.34
X-n223-k34.sol,CVRP,34,34.0,0.0,41504.0,40437.0,2.638672502905755,2700.43
X-n228-k23.sol,CVRP,23,23.0,0.0,26489.0,25742.0,2.9018724263848963,2701.03
X-n233-k16.sol,CVRP,17,16.0,6.25,19914.0,19230.0,3.5569422776911077,2700.99
X-n237-k14.sol,CVRP,14,14.0,0.0,27761.0,27042.0,2.6588270098365503,2701.07
X-n242-k48.sol,CVRP,48,48.0,0.0,84322.0,82751.0,1.8984664837887155,2701.21
X-n247-k47.sol,CVRP,51,47.0,8.51063829787234,37990.0,37274.0,1.9209100177067124,2701.41
X-n251-k28.sol,CVRP,28,28.0,0.0,39942.0,38684.0,3.2519904870230585,2701.07
X-n256-k16.sol,CVRP,17,16.0,6.25,19105.0,18839.0,1.4119645416423376,2700.87
X-n261-k13.sol,CVRP,13,13.0,0.0,27683.0,26558.0,4.23601174787258,2701.16
X-n266-k58.sol,CVRP,58,58.0,0.0,77432.0,75478.0,2.5888338323749966,2700.82
X-n270-k35.sol,CVRP,36,35.0,2.857142857142857,36105.0,35291.0,2.306537077441841,2701.89
X-n275-k28.sol,CVRP,28,28.0,0.0,21719.0,21245.0,2.231113203106613,2701.02
X-n280-k17.sol,CVRP,17,17.0,0.0,35147.0,33503.0,4.907023251649107,2701.45
X-n284-k15.sol,CVRP,15,15.0,0.0,21124.0,20215.0,4.496660895374722,2701.17
X-n289-k60.sol,CVRP,62,60.0,3.333333333333333,98121.0,95151.0,3.121354478670745,2700.33
X-n294-k50.sol,CVRP,51,50.0,2.0,48706.0,47161.0,3.276011959033948,2700.76
X-n298-k31.sol,CVRP,31,31.0,0.0,36191.0,34231.0,5.725804095702726,2700.86
X-n303-k21.sol,CVRP,21,21.0,0.0,22499.0,21736.0,3.5103054839896943,2700.4
X-n308-k13.sol,CVRP,13,13.0,0.0,26790.0,25859.0,3.6002939015429827,2700.78
X-n313-k71.sol,CVRP,73,71.0,2.8169014084507045,96376.0,94043.0,2.480780068691981,2700.58
X-n317-k53.sol,CVRP,53,53.0,0.0,78691.0,78355.0,0.4288175611001212,2700.39
X-n322-k28.sol,CVRP,28,28.0,0.0,31534.0,29834.0,5.69819668834216,2700.52
X-n327-k20.sol,CVRP,20,20.0,0.0,28939.0,27532.0,5.1104169693447625,2700.59
X-n331-k15.sol,CVRP,15,15.0,0.0,32488.0,31102.0,4.4563050607677965,2701.22
X-n336-k84.sol,CVRP,86,84.0,2.380952380952381,142950.0,139111.0,2.759666740947876,2700.85
X-n344-k43.sol,CVRP,43,43.0,0.0,44331.0,42050.0,5.42449464922711,2700.69
X-n351-k40.sol,CVRP,41,40.0,2.5,27192.0,25896.0,5.004633920296571,2700.65
X-n359-k29.sol,CVRP,29,29.0,0.0,54089.0,51505.0,5.016988641879429,2701.02
X-n367-k17.sol,CVRP,17,17.0,0.0,23618.0,22814.0,3.5241518365915665,2701.18
X-n376-k94.sol,CVRP,94,94.0,0.0,148282.0,147713.0,0.3852064476383257,2700.52
X-n384-k52.sol,CVRP,53,52.0,1.9230769230769231,68197.0,65928.0,3.441633296929984,2700.4
X-n393-k38.sol,CVRP,38,38.0,0.0,39862.0,38260.0,4.187140616832201,2700.51
X-n401-k29.sol,CVRP,29,29.0,0.0,68195.0,66154.0,3.085225383196783,2701.16
X-n411-k19.sol,CVRP,19,19.0,0.0,20589.0,19712.0,4.449066558441558,2701.63
X-n420-k130.sol,CVRP,130,130.0,0.0,109901.0,107798.0,1.9508710736748365,2701.26
X-n429-k61.sol,CVRP,62,61.0,1.639344262295082,67802.0,65449.0,3.5951657015386025,2701.08
X-n439-k37.sol,CVRP,37,37.0,0.0,37363.0,36391.0,2.6709900799648265,2701.62
X-n449-k29.sol,CVRP,29,29.0,0.0,59599.0,55233.0,7.9046946571795855,2701.64
X-n459-k26.sol,CVRP,26,26.0,0.0,25330.0,24139.0,4.933924354778574,2701.79
X-n469-k138.sol,CVRP,142,138.0,2.898550724637681,226541.0,221824.0,2.126460617426428,2701.09
X-n480-k70.sol,CVRP,70,70.0,0.0,91910.0,89449.0,2.751288443694172,2701.03
X-n491-k59.sol,CVRP,59,59.0,0.0,70163.0,66483.0,5.535249612682942,2701.76
X-n502-k39.sol,CVRP,39,39.0,0.0,69941.0,69226.0,1.0328489295929275,2700.64
X-n513-k21.sol,CVRP,21,21.0,0.0,25317.0,24201.0,4.611379695053923,2703.27
X-n524-k137.sol,CVRP,156,137.0,13.86861313868613,156340.0,154593.0,1.130064103808064,2705.83
X-n536-k96.sol,CVRP,98,96.0,2.083333333333333,97243.0,94846.0,2.527254707631318,2702.28
X-n548-k50.sol,CVRP,50,50.0,0.0,88627.0,86700.0,2.2226066897347176,2701.42
X-n561-k42.sol,CVRP,42,42.0,0.0,45002.0,42717.0,5.349158414682679,2701.36
X-n573-k30.sol,CVRP,30,30.0,0.0,52109.0,50673.0,2.8338562942790047,2702.51
X-n586-k159.sol,CVRP,161,159.0,1.257861635220126,194063.0,190316.0,1.9688307866916075,2701.87
X-n599-k92.sol,CVRP,94,92.0,2.1739130434782608,112252.0,108451.0,3.5048086232492093,2701.6
X-n613-k62.sol,CVRP,63,62.0,1.6129032258064515,63412.0,59535.0,6.512135718484926,2702.8
X-n627-k43.sol,CVRP,43,43.0,0.0,64814.0,62164.0,4.262917444179911,2701.38
X-n641-k35.sol,CVRP,35,35.0,0.0,67063.0,63682.0,5.309192550485223,2703.53
X-n655-k131.sol,CVRP,131,131.0,0.0,107477.0,106780.0,0.6527439595429856,2701.76
X-n670-k126.sol,CVRP,135,126.0,7.142857142857142,151839.0,146332.0,3.7633600306153134,2713.72
X-n685-k75.sol,CVRP,75,75.0,0.0,75363.0,68205.0,10.494831757202553,2704.58
X-n701-k44.sol,CVRP,44,44.0,0.0,86605.0,81923.0,5.715122737204448,2704.22
X-n716-k35.sol,CVRP,35,35.0,0.0,46146.0,43373.0,6.393378369031424,2705.82
X-n733-k159.sol,CVRP,161,159.0,1.257861635220126,140512.0,136187.0,3.175780360827392,2702.84
X-n749-k98.sol,CVRP,98,98.0,0.0,82197.0,77269.0,6.377719395876742,2701.36
X-n766-k71.sol,CVRP,71,71.0,0.0,119763.0,114417.0,4.6723826004876905,2706.31
X-n783-k48.sol,CVRP,48,48.0,0.0,77290.0,72386.0,6.77479070538502,2707.83
X-n801-k40.sol,CVRP,40,40.0,0.0,76350.0,73305.0,4.153877634540618,2704.48
X-n819-k171.sol,CVRP,174,171.0,1.7543859649122806,162315.0,158121.0,2.6523991120724,2704.58
X-n837-k142.sol,CVRP,142,142.0,0.0,202777.0,193737.0,4.666119533181582,2703.9
X-n856-k95.sol,CVRP,95,95.0,0.0,90750.0,88965.0,2.006407013994268,2704.41
X-n876-k59.sol,CVRP,59,59.0,0.0,103645.0,99299.0,4.376680530518938,2705.18
X-n895-k37.sol,CVRP,38,37.0,2.702702702702702,58418.0,53860.0,8.462681024879316,2711.37
X-n916-k207.sol,CVRP,209,207.0,0.966183574879227,335588.0,329179.0,1.94696502510792,2709.9
X-n936-k151.sol,CVRP,158,151.0,4.635761589403973,143139.0,132715.0,7.854424895452662,2718.38
X-n957-k87.sol,CVRP,87,87.0,0.0,87462.0,85465.0,2.336629029427251,2705.56
X-n979-k58.sol,CVRP,58,58.0,0.0,125255.0,118973.0,5.280189622855605,2706.29
C101.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2705.43
C102.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2688.45
C103.sol,VRPTW,10,10.0,0.0,828.06,828.06,0.0,2697.38
C104.sol,VRPTW,10,10.0,0.0,826.65,824.78,0.2267271272339296,2683.44
C105.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2704.38
C106.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2681.41
C107.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2683.62
C108.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2699.68
C109.sol,VRPTW,10,10.0,0.0,828.94,828.94,0.0,2711.88
C1_10_1.sol,VRPTW,100,100.0,0.0,42479.06,42478.95,0.0002589517867098459,2740.91
C1_10_10.sol,VRPTW,93,90.0,3.333333333333333,43215.23,39852.44,8.43810316256671,2772.26
C1_10_2.sol,VRPTW,96,90.0,6.666666666666667,42392.12,42222.96,0.4006351046918631,2758.94
C1_10_3.sol,VRPTW,91,90.0,1.1111111111111112,42826.79,40101.36,6.796353041393111,2749.65
C1_10_4.sol,VRPTW,90,90.0,0.0,42517.07,39468.6,7.723785490237812,2746.96
C1_10_5.sol,VRPTW,100,100.0,0.0,42470.26,42469.18,0.002543020609302431,2742.46
C1_10_6.sol,VRPTW,101,99.0,2.0202020202020203,42863.41,43830.21,-2.205784549058733,2775.16
C1_10_7.sol,VRPTW,100,97.0,3.0927835051546397,42469.43,43341.77,-2.0127004503969186,2744.79
C1_10_8.sol,VRPTW,99,92.0,7.608695652173914,43125.77,42629.91,1.163173931167092,2771.47
C1_10_9.sol,VRPTW,95,90.0,5.555555555555555,42977.57,40318.03,6.5964036437296185,2763.7
C1_2_1.sol,VRPTW,20,20.0,0.0,2704.57,2704.57,0.0,2701.24
C1_2_10.sol,VRPTW,19,18.0,5.555555555555555,2761.14,2643.51,4.449765652484751,2702.18
C1_2_2.sol,VRPTW,20,18.0,11.11111111111111,2700.95,2917.89,-7.43482447933267,2702.2
C1_2_3.sol,VRPTW,18,18.0,0.0,2773.19,2707.35,2.431898350785829,2701.18
C1_2_4.sol,VRPTW,18,18.0,0.0,2675.15,2643.31,1.2045503554255894,2701.7
C1_2_5.sol,VRPTW,20,20.0,0.0,2702.05,2702.05,0.0,2701.66
C1_2_6.sol,VRPTW,20,20.0,0.0,2701.04,2701.04,0.0,2702.45
C1_2_7.sol,VRPTW,20,20.0,0.0,2701.04,2701.04,0.0,2700.92
C1_2_8.sol,VRPTW,20,19.0,5.263157894736842,2691.88,2775.48,-3.0120916021733146,2702.03
C1_2_9.sol,VRPTW,19,18.0,5.555555555555555,2658.59,2687.83,-1.0878664201232884,2702.11
C1_4_1.sol,VRPTW,40,40.0,0.0,7152.06,7152.02,0.0005592825523413,2704.58
C1_4_10.sol,VRPTW,37,36.0,2.7777777777777777,7117.38,6860.63,3.74236768343432,2707.43
C1_4_2.sol,VRPTW,39,36.0,8.333333333333332,7180.15,7686.38,-6.586065221859972,2706.5
C1_4_3.sol,VRPTW,37,36.0,2.7777777777777777,7221.54,7060.67,2.278395676330998,2704.56
C1_4_4.sol,VRPTW,36,36.0,0.0,7363.22,6803.24,8.231078133359993,2704.54
C1_4_5.sol,VRPTW,40,40.0,0.0,7152.06,7152.02,0.0005592825523413,2705.18
C1_4_6.sol,VRPTW,40,40.0,0.0,7153.45,7153.41,0.0005591738765143,2707.05
C1_4_7.sol,VRPTW,40,39.0,2.564102564102564,7149.43,7417.92,-3.619478236486775,2704.69
C1_4_8.sol,VRPTW,39,37.0,5.405405405405405,7174.46,7347.23,-2.351498455880645,2710.36
C1_4_9.sol,VRPTW,38,36.0,5.555555555555555,7145.69,7042.53,1.4648144913830663,2707.77
C1_6_1.sol,VRPTW,60,60.0,0.0,14095.64,14095.64,0.0,2717.99
C1_6_10.sol,VRPTW,56,56.0,0.0,14725.39,13637.34,7.978462075448725,2718.68
C1_6_2.sol,VRPTW,59,56.0,5.357142857142857,14014.4,14163.31,-1.0513785266297204,2716.52
C1_6_3.sol,VRPTW,56,56.0,0.0,14913.11,13777.81,8.24006137405002,2716.11
C1_6_4.sol,VRPTW,56,56.0,0.0,14526.73,13558.54,7.140813096395325,2717.03
C1_6_5.sol,VRPTW,60,60.0,0.0,14085.72,14085.72,0.0,2714.91
C1_6_6.sol,VRPTW,60,59.0,1.694915254237288,14095.27,15832.68,-10.973568593567228,2724.56
C1_6_7.sol,VRPTW,60,57.0,5.263157894736842,14089.26,15731.2,-10.437474572823437,2715.31
C1_6_8.sol,VRPTW,59,56.0,5.357142857142857,14218.4,14385.8,-1.1636474857150776,2726.4
C1_6_9.sol,VRPTW,57,56.0,1.7857142857142856,14603.01,13693.42,6.642533421161406,2718.88
C1_8_1.sol,VRPTW,80,80.0,0.0,25184.38,25030.36,0.6153327399206421,2732.67
C1_8_10.sol,VRPTW,74,72.0,2.7777777777777777,25875.15,24070.17,7.49882530950136,2731.13
C1_8_2.sol,VRPTW,78,72.0,8.333333333333332,25270.97,26540.53,-4.783476441502856,2731.18
C1_8_3.sol,VRPTW,73,72.0,1.3888888888888888,25845.83,24242.49,6.6137595601771935,2734.79
C1_8_4.sol,VRPTW,72,72.0,0.0,26413.85,23824.17,10.86996944699438,2728.45
C1_8_5.sol,VRPTW,80,80.0,0.0,25166.28,25166.28,0.0,2738.09
C1_8_6.sol,VRPTW,80,79.0,1.2658227848101269,25165.08,26873.86,-6.358520882374169,2765.57
C1_8_7.sol,VRPTW,80,77.0,3.896103896103896,25159.53,26464.91,-4.932493630244732,2734.85
C1_8_8.sol,VRPTW,78,73.0,6.849315068493151,26044.44,26099.74,-0.2118795053130908,2750.14
C1_8_9.sol,VRPTW,75,72.0,4.166666666666666,25804.81,24300.21,6.191716038667988,2742.56
C201.sol,VRPTW,3,3.0,0.0,591.56,591.56,0.0,2705.95
C202.sol,VRPTW,3,3.0,0.0,591.56,591.56,0.0,2721.1
C203.sol,VRPTW,3,3.0,0.0,591.17,591.17,0.0,2710.02
C204.sol,VRPTW,3,3.0,0.0,591.17,590.6,0.0965120216728642,2699.65
C205.sol,VRPTW,3,3.0,0.0,588.88,588.88,0.0,2712.33
C206.sol,VRPTW,3,3.0,0.0,588.49,588.49,0.0,2688.75
C207.sol,VRPTW,3,3.0,0.0,588.29,588.29,0.0,2702.22
C208.sol,VRPTW,3,3.0,0.0,588.32,588.32,0.0,2708.56
C2_10_1.sol,VRPTW,30,30.0,0.0,16885.5,16879.24,0.03708697784970413,2747.18
C2_10_10.sol,VRPTW,31,28.0,10.714285714285714,18374.59,15937.45,15.291906798138973,2816.17
C2_10_2.sol,VRPTW,32,29.0,10.344827586206897,17544.11,17126.39,2.4390429039628385,2769.32
C2_10_3.sol,VRPTW,31,28.0,10.714285714285714,18204.83,16829.47,8.172331035974398,2817.93
C2_10_4.sol,VRPTW,31,28.0,10.714285714285714,17333.74,15607.48,11.06046587918102,2801.59
C2_10_5.sol,VRPTW,32,30.0,6.666666666666667,17455.34,16561.29,5.39843212696595,2851.91
C2_10_6.sol,VRPTW,32,29.0,10.344827586206897,18894.63,16863.71,12.043138787372424,2820.59
C2_10_7.sol,VRPTW,34,29.0,17.24137931034483,18125.22,17602.84,2.967589320814147,2836.75
C2_10_8.sol,VRPTW,32,28.0,14.285714285714285,17629.68,16512.43,6.766114981259571,2813.14
C2_10_9.sol,VRPTW,33,28.0,17.857142857142858,18090.86,17809.34,1.5807435873536044,2835.28
C2_2_1.sol,VRPTW,6,6.0,0.0,1931.44,1931.44,0.0,2701.01
C2_2_10.sol,VRPTW,6,6.0,0.0,1809.64,1806.58,0.1693808190060873,2702.15
C2_2_2.sol,VRPTW,6,6.0,0.0,1863.58,1863.16,0.0225423474097686,2702.62
C2_2_3.sol,VRPTW,6,6.0,0.0,1802.38,1775.08,1.5379588525587682,2702.99
C2_2_4.sol,VRPTW,6,6.0,0.0,1760.79,1703.43,3.3673235765484875,2702.58
C2_2_5.sol,VRPTW,6,6.0,0.0,1881.72,1878.85,0.1527530138116464,2702.75
C2_2_6.sol,VRPTW,6,6.0,0.0,1858.86,1857.35,0.0812986243842028,2703.11
C2_2_7.sol,VRPTW,6,6.0,0.0,1851.18,1849.46,0.0930001189536419,2703.27
C2_2_8.sol,VRPTW,6,6.0,0.0,1828.69,1820.53,0.4482211224203986,2702.74
C2_2_9.sol,VRPTW,6,6.0,0.0,1841.3,1830.05,0.6147373022595011,2703.72
C2_4_1.sol,VRPTW,12,12.0,0.0,4116.14,4116.05,0.0021865623595472,2706.24
C2_4_10.sol,VRPTW,12,11.0,9.090909090909092,3848.88,3825.67,0.6066911155431607,2714.65
C2_4_2.sol,VRPTW,12,12.0,0.0,3947.74,3929.89,0.4542111865726499,2706.14
C2_4_3.sol,VRPTW,12,11.0,9.090909090909092,3872.06,4018.02,-3.632634979417724,2712.07
C2_4_4.sol,VRPTW,12,11.0,9.090909090909092,3898.15,3702.49,5.2845517476077,2714.06
C2_4_5.sol,VRPTW,12,12.0,0.0,3954.27,3938.69,0.3955629917561404,2714.39
C2_4_6.sol,VRPTW,12,12.0,0.0,3912.79,3875.94,0.9507371115135916,2718.69
C2_4_7.sol,VRPTW,13,12.0,8.333333333333332,4037.58,3894.13,3.683749643694479,2715.86
C2_4_8.sol,VRPTW,13,11.0,18.181818181818183,3900.01,4233.2,-7.870877822923547,2718.25
C2_4_9.sol,VRPTW,13,12.0,8.333333333333332,3970.18,3864.68,2.7298508544045044,2717.01
C2_6_1.sol,VRPTW,18,18.0,0.0,7792.92,7774.1,0.2420859006187173,2712.06
C2_6_10.sol,VRPTW,19,17.0,11.76470588235294,7613.46,7255.69,4.9308887231951815,2734.27
C2_6_2.sol,VRPTW,19,17.0,11.76470588235294,7688.11,8258.2,-6.903320336150748,2724.56
C2_6_3.sol,VRPTW,19,17.0,11.76470588235294,7740.18,7506.62,3.111387015727457,2724.71
C2_6_4.sol,VRPTW,18,17.0,5.88235294117647,7749.49,6909.58,12.15573160742042,2726.88
C2_6_5.sol,VRPTW,19,18.0,5.555555555555555,7806.96,7575.2,3.05945717604816,2748.74
C2_6_6.sol,VRPTW,19,18.0,5.555555555555555,7804.92,7470.36,4.478499028159291,2735.3
C2_6_7.sol,VRPTW,20,18.0,11.11111111111111,7791.42,7512.07,3.718682067659119,2733.11
C2_6_8.sol,VRPTW,19,17.0,11.76470588235294,7854.38,7539.73,4.173226362217222,2730.35
C2_6_9.sol,VRPTW,20,17.0,17.647058823529413,7842.44,7911.61,-0.874284753672136,2737.69
C2_8_1.sol,VRPTW,24,24.0,0.0,11665.78,11662.08,0.0317267588629192,2721.73
C2_8_10.sol,VRPTW,25,23.0,8.695652173913043,12740.67,10977.36,16.06315179606025,2756.12
C2_8_2.sol,VRPTW,25,23.0,8.695652173913043,11811.96,12285.31,-3.852975626988658,2749.06
C2_8_3.sol,VRPTW,26,23.0,13.043478260869565,12059.45,11410.69,5.685545747014424,2763.91
C2_8_4.sol,VRPTW,25,22.0,13.636363636363637,11757.26,10990.64,6.975207995166804,2774.3
C2_8_5.sol,VRPTW,25,24.0,4.166666666666666,11886.8,11425.23,4.039918671221495,2771.08
C2_8_6.sol,VRPTW,26,23.0,13.043478260869565,12427.0,12235.3,1.5667780928951536,2777.19
C2_8_7.sol,VRPTW,27,23.0,17.391304347826086,12499.65,13427.12,-6.907438080541479,2791.66
C2_8_8.sol,VRPTW,25,23.0,8.695652173913043,12061.77,11288.01,6.854706896964126,2775.19
C2_8_9.sol,VRPTW,27,23.0,17.391304347826086,12303.05,11592.52,6.129210904962845,2782.58
R101.sol,VRPTW,20,19.0,5.263157894736842,1645.16,1650.8,-0.341652532105638,2706.54
R102.sol,VRPTW,18,17.0,5.88235294117647,1472.81,1486.12,-0.8956208112400039,2686.33
R103.sol,VRPTW,14,13.0,7.6923076923076925,1213.62,1292.68,-6.11597611164404,2711.87
R104.sol,VRPTW,10,9.0,11.11111111111111,989.17,1007.31,-1.8008358896466816,2685.91
R105.sol,VRPTW,14,14.0,0.0,1377.11,1377.11,0.0,2690.93
R106.sol,VRPTW,12,12.0,0.0,1281.59,1252.03,2.360965791554511,2691.43
R107.sol,VRPTW,11,10.0,10.0,1079.48,1104.66,-2.279434396103784,2706.43
R108.sol,VRPTW,10,9.0,11.11111111111111,955.12,960.88,-0.5994505037049361,2692.15
R109.sol,VRPTW,12,11.0,9.090909090909092,1159.73,1194.73,-2.929532195558829,2710.59
R110.sol,VRPTW,11,10.0,10.0,1108.19,1118.84,-0.951878731543372,2689.34
R111.sol,VRPTW,11,,,1065.85,,,2697.41
R112.sol,VRPTW,10,9.0,11.11111111111111,962.05,982.14,-2.04553322336938,2700.45
R1_10_1.sol,VRPTW,100,100.0,0.0,56066.2,53380.18,5.031867633267622,2793.22
R1_10_10.sol,VRPTW,93,91.0,2.197802197802198,51746.55,47407.16,9.153448550809625,2729.13
R1_10_2.sol,VRPTW,93,91.0,2.197802197802198,52525.11,48232.67,8.89944512713064,2744.66
R1_10_3.sol,VRPTW,92,91.0,1.098901098901099,53672.67,44694.16,20.08877669923765,2746.04
R1_10_4.sol,VRPTW,91,91.0,0.0,50385.96,42463.74,18.656434878322077,2728.81
R1_10_5.sol,VRPTW,93,91.0,2.197802197802198,54360.14,50445.39,7.760372156900759,2736.66
R1_10_6.sol,VRPTW,92,91.0,1.098901098901099,52642.3,46930.04,12.171862627860538,2735.89
R1_10_7.sol,VRPTW,91,91.0,0.0,55670.84,43975.47,26.59521319499256,2745.61
R1_10_8.sol,VRPTW,91,91.0,0.0,49949.87,42288.5,18.116911216997536,2738.29
R1_10_9.sol,VRPTW,93,91.0,2.197802197802198,53173.13,49195.26,8.085880631589294,2723.27
R1_2_1.sol,VRPTW,21,20.0,5.0,4742.62,4784.11,-0.8672459454318523,2702.54
R1_2_10.sol,VRPTW,18,18.0,0.0,3451.72,3301.18,4.560187569293403,2701.44
R1_2_2.sol,VRPTW,19,18.0,5.555555555555555,4061.26,4039.86,0.5297213269766797,2701.87
R1_2_3.sol,VRPTW,18,18.0,0.0,3526.08,3381.96,4.261434197920729,2701.39
R1_2_4.sol,VRPTW,18,18.0,0.0,3171.1,3057.81,3.704939155801046,2701.35
R1_2_5.sol,VRPTW,19,18.0,5.555555555555555,4125.14,4107.86,0.4206569844152589,2701.48
R1_2_6.sol,VRPTW,18,18.0,0.0,3857.84,3583.14,7.666460143896144,2701.3
R1_2_7.sol,VRPTW,18,18.0,0.0,3282.77,3150.11,4.21128151080438,2701.24
R1_2_8.sol,VRPTW,18,18.0,0.0,3082.85,2951.99,4.432941846008968,2701.33
R1_2_9.sol,VRPTW,18,18.0,0.0,3965.14,3760.58,5.439586446771507,2701.43
R1_4_1.sol,VRPTW,40,40.0,0.0,10640.83,10372.31,2.5888157989878864,2708.59
R1_4_10.sol,VRPTW,37,36.0,2.7777777777777777,8540.42,8094.1,5.514139929084144,2705.33
R1_4_2.sol,VRPTW,37,36.0,2.7777777777777777,9360.35,8898.15,5.194338148941081,2706.63
R1_4_3.sol,VRPTW,37,36.0,2.7777777777777777,8328.45,7808.34,6.660954825225343,2705.05
R1_4_4.sol,VRPTW,36,36.0,0.0,7934.48,7282.78,8.94850592768146,2706.83
R1_4_5.sol,VRPTW,37,36.0,2.7777777777777777,9551.36,9222.96,3.5606790011016147,2703.21
R1_4_6.sol,VRPTW,37,36.0,2.7777777777777777,8809.68,8358.69,5.395462686138615,2705.54
R1_4_7.sol,VRPTW,36,36.0,0.0,8706.04,7616.15,14.310248616426952,2706.36
R1_4_8.sol,VRPTW,36,36.0,0.0,7833.06,7257.28,7.933826447374232,2704.39
R1_4_9.sol,VRPTW,37,36.0,2.7777777777777777,9106.54,8694.78,4.735714992213722,2703.96
R1_6_1.sol,VRPTW,59,59.0,0.0,22002.17,21394.95,2.8381463850114046,2722.51
R1_6_10.sol,VRPTW,55,54.0,1.851851851851852,19095.91,17610.12,8.437137282426246,2711.99
R1_6_2.sol,VRPTW,55,54.0,1.851851851851852,20051.87,18585.0,7.892762980898568,2716.34
R1_6_3.sol,VRPTW,55,54.0,1.851851851851852,18222.1,16900.67,7.818802449843706,2711.09
R1_6_4.sol,VRPTW,55,54.0,1.851851851851852,17023.72,15748.07,8.100357694625446,2712.36
R1_6_5.sol,VRPTW,55,54.0,1.851851851851852,20919.18,19381.52,7.933639879637923,2709.61
R1_6_6.sol,VRPTW,55,54.0,1.851851851851852,19323.26,17790.97,8.612740058580263,2713.39
R1_6_7.sol,VRPTW,55,54.0,1.851851851851852,18008.85,16522.52,8.995782725637481,2714.67
R1_6_8.sol,VRPTW,54,54.0,0.0,18377.14,15610.0,17.72671364509929,2708.74
R1_6_9.sol,VRPTW,55,54.0,1.851851851851852,20057.23,18530.96,8.23632450774272,2710.57
R1_8_1.sol,VRPTW,80,80.0,0.0,38177.05,36767.92,3.832498547646984,2760.31
R1_8_10.sol,VRPTW,73,72.0,1.3888888888888888,33649.31,30952.77,8.711788961052589,2718.56
R1_8_2.sol,VRPTW,73,72.0,1.3888888888888888,34939.26,32313.17,8.126995896719523,2725.99
R1_8_3.sol,VRPTW,72,72.0,0.0,32363.26,29338.97,10.308098750569624,2721.44
R1_8_4.sol,VRPTW,72,72.0,0.0,30337.32,27769.19,9.248127150990005,2723.97
R1_8_5.sol,VRPTW,73,72.0,1.3888888888888888,36188.17,33529.08,7.930697770413015,2725.08
R1_8_6.sol,VRPTW,73,72.0,1.3888888888888888,33633.82,30906.9,8.823013631260327,2722.92
R1_8_7.sol,VRPTW,72,72.0,0.0,34050.22,28823.76,18.13247126676049,2722.47
